contest_type	contest_district_type	Selection	Contest	ReportingUnit	CountItemType	Count
Candidate	state-house	Mike Mason	Colorado;General Assembly House of Representatives District 61	Colorado;Summit County	total	3991
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Alamosa County	total	3233
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Conejos County	total	2105
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Costilla County	total	1134
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Huerfano County	total	1947
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Mineral County	total	262
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Pueblo County	total	5369
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Rio Grande County	total	2145
Candidate	state-house	Donald E. Valdez	Colorado;General Assembly House of Representatives District 62	Colorado;Saguache County	total	1557
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Alamosa County	total	2760
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Conejos County	total	1486
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Costilla County	total	482
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Huerfano County	total	1659
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Mineral County	total	325
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Pueblo County	total	2991
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Rio Grande County	total	2765
Candidate	state-house	Scott Honeycutt	Colorado;General Assembly House of Representatives District 62	Colorado;Saguache County	total	1044
Candidate	state-house	Brandon D. Bobian	Colorado;General Assembly House of Representatives District 63	Colorado;Weld County	total	15346
Candidate	state-house	Joe Johnson	Colorado;General Assembly House of Representatives District 63	Colorado;Weld County	total	2060
Candidate	state-house	Lori A. Saine	Colorado;General Assembly House of Representatives District 63	Colorado;Weld County	total	25816
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Baca County	total	1643
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Bent County	total	1261
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Crowley County	total	996
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Elbert County	total	11158
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Kiowa County	total	670
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Las Animas County	total	3539
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Lincoln County	total	1718
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Prowers County	total	3071
Candidate	state-house	Kimmi Lewis	Colorado;General Assembly House of Representatives District 64	Colorado;Washington County	total	2093
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Baca County	total	240
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Bent County	total	583
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Crowley County	total	380
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Elbert County	total	3157
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Kiowa County	total	89
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Las Animas County	total	2640
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Lincoln County	total	314
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Prowers County	total	998
Candidate	state-house	Teri Nilson Baird	Colorado;General Assembly House of Representatives District 64	Colorado;Washington County	total	250
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Cheyenne County	total	135
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Kit Carson County	total	497
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Logan County	total	1835
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Morgan County	total	2845
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Phillips County	total	427
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Sedgwick County	total	272
Candidate	state-house	Bethleen McCall	Colorado;General Assembly House of Representatives District 65	Colorado;Yuma County	total	1054
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Cheyenne County	total	854
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Kit Carson County	total	2548
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Logan County	total	6501
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Morgan County	total	7421
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Phillips County	total	1531
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Sedgwick County	total	884
Candidate	state-house	Rod Pelton	Colorado;General Assembly House of Representatives District 65	Colorado;Yuma County	total	3007
Candidate	state-house	James Rashad Coleman	Colorado;General Assembly House of Representatives District 7	Colorado;Denver County	total	27272
Candidate	state-house	Jay Frank Kucera	Colorado;General Assembly House of Representatives District 7	Colorado;Denver County	total	5338
Candidate	state-house	Leslie Herod	Colorado;General Assembly House of Representatives District 8	Colorado;Denver County	total	39517
Candidate	state-house	Bob Lane	Colorado;General Assembly House of Representatives District 9	Colorado;Arapahoe County	total	804
Candidate	state-house	Bob Lane	Colorado;General Assembly House of Representatives District 9	Colorado;Denver County	total	9862
Candidate	state-house	Emily Sirota	Colorado;General Assembly House of Representatives District 9	Colorado;Arapahoe County	total	2415
Candidate	state-house	Emily Sirota	Colorado;General Assembly House of Representatives District 9	Colorado;Denver County	total	24850
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Cheyenne County	total	132
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Elbert County	total	3241
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Kit Carson County	total	492
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Lincoln County	total	345
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Logan County	total	1490
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Morgan County	total	2722
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Phillips County	total	322
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Sedgwick County	total	229
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Washington County	total	249
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Weld County	total	4076
Candidate	state-senate	Debra Gustafson	Colorado;General Assembly Senate District 1	Colorado;Yuma County	total	596
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Cheyenne County	total	829
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Elbert County	total	11132
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Kit Carson County	total	2543
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Lincoln County	total	1709
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Logan County	total	7045
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Morgan County	total	7754
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Phillips County	total	1722
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Sedgwick County	total	968
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Washington County	total	2153
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Weld County	total	12970
Candidate	state-senate	Jerry Sonnenberg	Colorado;General Assembly Senate District 1	Colorado;Yuma County	total	3486
Candidate	state-senate	Pat McIntire	Colorado;General Assembly Senate District 11	Colorado;El Paso County	total	17200
Candidate	state-senate	Pete Lee	Colorado;General Assembly Senate District 11	Colorado;El Paso County	total	28015
Candidate	state-senate	Eric E. Joss	Colorado;General Assembly Senate District 13	Colorado;Weld County	total	1776
Candidate	state-senate	John Cooke	Colorado;General Assembly Senate District 13	Colorado;Weld County	total	33026
Candidate	state-senate	Phil Kelley	Colorado;General Assembly Senate District 13	Colorado;Weld County	total	21453
Candidate	state-senate	Rebecca Cranston	Colorado;General Assembly Senate District 15	Colorado;Larimer County	total	39256
Candidate	state-senate	Rob Woodward	Colorado;General Assembly Senate District 15	Colorado;Larimer County	total	44434
Candidate	state-senate	James Gilman	Colorado;General Assembly Senate District 16	Colorado;Boulder County	total	217
Candidate	state-senate	James Gilman	Colorado;General Assembly Senate District 16	Colorado;Denver County	total	400
Candidate	state-senate	James Gilman	Colorado;General Assembly Senate District 16	Colorado;Gilpin County	total	152
Candidate	state-senate	James Gilman	Colorado;General Assembly Senate District 16	Colorado;Jefferson County	total	1828
Candidate	state-senate	Tammy Story	Colorado;General Assembly Senate District 16	Colorado;Boulder County	total	5480
Candidate	state-senate	Tammy Story	Colorado;General Assembly Senate District 16	Colorado;Denver County	total	7689
Candidate	state-senate	Tammy Story	Colorado;General Assembly Senate District 16	Colorado;Gilpin County	total	1791
Candidate	state-senate	Tammy Story	Colorado;General Assembly Senate District 16	Colorado;Jefferson County	total	32443
Candidate	state-senate	Tim Neville	Colorado;General Assembly Senate District 16	Colorado;Boulder County	total	2043
Candidate	state-senate	Tim Neville	Colorado;General Assembly Senate District 16	Colorado;Denver County	total	5155
Candidate	state-senate	Tim Neville	Colorado;General Assembly Senate District 16	Colorado;Gilpin County	total	1401
Candidate	state-senate	Tim Neville	Colorado;General Assembly Senate District 16	Colorado;Jefferson County	total	26555
Candidate	state-senate	"Beth ""Hart"" Harz"	Colorado;General Assembly Senate District 2	Colorado;Clear Creek County	total	2936
Candidate	state-senate	"Beth ""Hart"" Harz"	Colorado;General Assembly Senate District 2	Colorado;El Paso County	total	6149
Candidate	state-senate	"Beth ""Hart"" Harz"	Colorado;General Assembly Senate District 2	Colorado;Fremont County	total	5962
Candidate	state-senate	"Beth ""Hart"" Harz"	Colorado;General Assembly Senate District 2	Colorado;Park County	total	3666
Candidate	state-senate	"Beth ""Hart"" Harz"	Colorado;General Assembly Senate District 2	Colorado;Teller County	total	3870
Candidate	state-senate	Dennis Hisey	Colorado;General Assembly Senate District 2	Colorado;Clear Creek County	total	2308
Candidate	state-senate	Dennis Hisey	Colorado;General Assembly Senate District 2	Colorado;El Paso County	total	12627
Candidate	state-senate	Dennis Hisey	Colorado;General Assembly Senate District 2	Colorado;Fremont County	total	13228
Candidate	state-senate	Dennis Hisey	Colorado;General Assembly Senate District 2	Colorado;Park County	total	5630
Candidate	state-senate	Dennis Hisey	Colorado;General Assembly Senate District 2	Colorado;Teller County	total	8738
Candidate	state-senate	Charles Messick	Colorado;General Assembly Senate District 20	Colorado;Jefferson County	total	3239
Candidate	state-senate	Christine Jensen	Colorado;General Assembly Senate District 20	Colorado;Jefferson County	total	39102
Candidate	state-senate	Jessie Danielson	Colorado;General Assembly Senate District 20	Colorado;Jefferson County	total	49974
Candidate	state-senate	Brittany Pettersen	Colorado;General Assembly Senate District 22	Colorado;Jefferson County	total	42747
Candidate	state-senate	Tony Sanchez	Colorado;General Assembly Senate District 22	Colorado;Jefferson County	total	30754
Candidate	state-senate	Adam Matkowsky	Colorado;General Assembly Senate District 24	Colorado;Adams County	total	3328
Candidate	state-senate	Beth Martinez Humenik	Colorado;General Assembly Senate District 24	Colorado;Adams County	total	27068
Candidate	state-senate	Donald Osborn	Colorado;General Assembly Senate District 24	Colorado;Adams County	total	2033
Candidate	state-senate	Faith Winter	Colorado;General Assembly Senate District 24	Colorado;Adams County	total	35578
Candidate	state-senate	John Pickerill	Colorado;General Assembly Senate District 3	Colorado;Pueblo County	total	14253
Candidate	state-senate	Leroy M. Garcia	Colorado;General Assembly Senate District 3	Colorado;Pueblo County	total	39768
Candidate	state-senate	Chris Holbert	Colorado;General Assembly Senate District 30	Colorado;Douglas County	total	43948
Candidate	state-senate	Julia Varnell-Sarjeant	Colorado;General Assembly Senate District 30	Colorado;Douglas County	total	34604
Candidate	state-senate	Steve Peterson	Colorado;General Assembly Senate District 30	Colorado;Douglas County	total	4710
Candidate	state-senate	Mark Calonder	Colorado;General Assembly Senate District 32	Colorado;Denver County	total	17294
Candidate	state-senate	Peter Lucas Smith	Colorado;General Assembly Senate District 32	Colorado;Denver County	total	3446
Candidate	state-senate	Robert Rodriguez	Colorado;General Assembly Senate District 32	Colorado;Denver County	total	53307
Candidate	state-senate	Gordon Alley	Colorado;General Assembly Senate District 34	Colorado;Denver County	total	11018
Candidate	state-senate	Julie Gonzales	Colorado;General Assembly Senate District 34	Colorado;Denver County	total	54312
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Chaffee County	total	6119
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Delta County	total	5358
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Eagle County	total	14906
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Gunnison County	total	5851
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Hinsdale County	total	232
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Lake County	total	1920
Candidate	state-senate	Kerry Donovan	Colorado;General Assembly Senate District 5	Colorado;Pitkin County	total	7452
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Chaffee County	total	4753
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Delta County	total	9615
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Eagle County	total	6787
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Gunnison County	total	2790
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Hinsdale County	total	309
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Lake County	total	897
Candidate	state-senate	Olen Lund	Colorado;General Assembly Senate District 5	Colorado;Pitkin County	total	2224
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;Archuleta County	total	3843
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;Dolores County	total	868
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;La Plata County	total	12412
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;Montezuma County	total	7187
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;Montrose County	total	13271
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;Ouray County	total	1334
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;San Juan County	total	167
Candidate	state-senate	Don Coram	Colorado;General Assembly Senate District 6	Colorado;San Miguel County	total	1006
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;Archuleta County	total	2777
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;Dolores County	total	264
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;La Plata County	total	15514
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;Montezuma County	total	4295
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;Montrose County	total	5282
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;Ouray County	total	1807
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;San Juan County	total	272
Candidate	state-senate	Guinn Unger Jr.	Colorado;General Assembly Senate District 6	Colorado;San Miguel County	total	2997
Candidate	state-senate	Chris Kennedy	Colorado;General Assembly Senate District 7	Colorado;Mesa County	total	24205
Candidate	state-senate	Ray Scott	Colorado;General Assembly Senate District 7	Colorado;Mesa County	total	42327
Candidate	state-senate	Gil Armendariz	Colorado;General Assembly Senate District 9	Colorado;El Paso County	total	25892
Candidate	state-senate	Paul Lundeen	Colorado;General Assembly Senate District 9	Colorado;El Paso County	total	61341
Candidate	congressional	Charles Casper Stockham	Colorado;US Congress House of Representatives District 1	Colorado;Arapahoe County	total	8300
Candidate	congressional	Charles Casper Stockham	Colorado;US Congress House of Representatives District 1	Colorado;Denver County	total	57186
Candidate	congressional	Charles Casper Stockham	Colorado;US Congress House of Representatives District 1	Colorado;Jefferson County	total	19721
Candidate	congressional	Diana DeGette	Colorado;US Congress House of Representatives District 1	Colorado;Arapahoe County	total	15645
Candidate	congressional	Diana DeGette	Colorado;US Congress House of Representatives District 1	Colorado;Denver County	total	239280
Candidate	congressional	Diana DeGette	Colorado;US Congress House of Representatives District 1	Colorado;Jefferson County	total	17961
Candidate	congressional	Miguel Lopez	Colorado;US Congress House of Representatives District 1	Colorado;Arapahoe County	total	3
Candidate	congressional	Miguel Lopez	Colorado;US Congress House of Representatives District 1	Colorado;Denver County	total	19
Candidate	congressional	Raymon Anthony Doane	Colorado;US Congress House of Representatives District 1	Colorado;Arapahoe County	total	850
Candidate	congressional	Raymon Anthony Doane	Colorado;US Congress House of Representatives District 1	Colorado;Denver County	total	9583
Candidate	congressional	Raymon Anthony Doane	Colorado;US Congress House of Representatives District 1	Colorado;Jefferson County	total	1167
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Boulder County	total	100066
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Broomfield County	total	20290
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Clear Creek County	total	2847
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Eagle County	total	3641
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Gilpin County	total	1732
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Grand County	total	3328
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Jefferson County	total	24426
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Larimer County	total	92787
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Park County	total	1656
Candidate	congressional	Joe Neguse	Colorado;US Congress House of Representatives District 2	Colorado;Summit County	total	8835
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Boulder County	total	120
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Broomfield County	total	3
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Clear Creek County	total	1
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Gilpin County	total	4
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Jefferson County	total	5
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Larimer County	total	15
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Park County	total	2
Candidate	congressional	Kevin Alumbaugh	Colorado;US Congress House of Representatives District 2	Colorado;Summit County	total	1
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Boulder County	total	3895
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Broomfield County	total	1564
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Clear Creek County	total	253
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Eagle County	total	238
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Gilpin County	total	198
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Grand County	total	432
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Jefferson County	total	1698
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Larimer County	total	7113
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Park County	total	263
Candidate	congressional	Nick Thomas	Colorado;US Congress House of Representatives District 2	Colorado;Summit County	total	702
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Boulder County	total	22169
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Broomfield County	total	13019
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Clear Creek County	total	2062
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Eagle County	total	1527
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Gilpin County	total	1304
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Grand County	total	3609
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Jefferson County	total	22005
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Larimer County	total	72558
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Park County	total	2580
Candidate	congressional	Peter Yu	Colorado;US Congress House of Representatives District 2	Colorado;Summit County	total	4068
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Boulder County	total	2352
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Broomfield County	total	776
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Clear Creek County	total	156
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Eagle County	total	142
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Gilpin County	total	107
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Grand County	total	222
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Jefferson County	total	1185
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Larimer County	total	4330
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Park County	total	125
Candidate	congressional	Roger Barris	Colorado;US Congress House of Representatives District 2	Colorado;Summit County	total	354
Candidate	congressional	Bruce Lohmiller	Colorado;US Congress House of Representatives District 3	Colorado;Mesa County	total	1
Candidate	congressional	Bruce Lohmiller	Colorado;US Congress House of Representatives District 3	Colorado;Pueblo County	total	2
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Alamosa County	total	2875
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Archuleta County	total	2635
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Conejos County	total	1547
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Costilla County	total	1043
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Custer County	total	799
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Delta County	total	4543
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Dolores County	total	257
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Eagle County	total	9667
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Garfield County	total	11410
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Gunnison County	total	5383
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Hinsdale County	total	211
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Huerfano County	total	1638
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Jackson County	total	138
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;La Plata County	total	15556
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Lake County	total	1645
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Mesa County	total	21460
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Mineral County	total	246
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Moffat County	total	842
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Montezuma County	total	4275
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Montrose County	total	5388
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Ouray County	total	1826
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Pitkin County	total	7150
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Pueblo County	total	30541
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Rio Blanco County	total	396
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Rio Grande County	total	1804
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Routt County	total	8353
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;Saguache County	total	1502
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;San Juan County	total	264
Candidate	congressional	Diane Mitsch Bush	Colorado;US Congress House of Representatives District 3	Colorado;San Miguel County	total	3032
Candidate	congressional	Gary Swing	Colorado;US Congress House of Representatives District 3	Colorado;Garfield County	total	1
Candidate	congressional	Gary Swing	Colorado;US Congress House of Representatives District 3	Colorado;La Plata County	total	2
Candidate	congressional	Gary Swing	Colorado;US Congress House of Representatives District 3	Colorado;Mesa County	total	1
Candidate	congressional	Gary Swing	Colorado;US Congress House of Representatives District 3	Colorado;Pitkin County	total	1
Candidate	congressional	Gary Swing	Colorado;US Congress House of Representatives District 3	Colorado;Pueblo County	total	4
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Alamosa County	total	89
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Archuleta County	total	99
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Conejos County	total	36
Candidate	congressional	Gaylon Kent	Colorado;US Congress House of Representatives District 3	Colorado;Costilla County	total	28
