contest_type	Contest	contest_district_type	Selection	ReportingUnit	Count
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W18	167
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W21	392
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W24	353
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W25	490
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W26	333
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W27	549
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W28	366
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W29	554
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W30	336
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct W31	337
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;New Hanover County;Precinct WB	261
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;ABSENTEE BY MAIL	66
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;GASTON ONE STOP	814
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;OFFICE ONE STOP	980
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;PROVISIONAL	14
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct CONWAY	91
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct CREEKS	60
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct GALATI	58
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct GARYSB	387
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct GASTON	295
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct JACKSO	87
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct LAKE G	192
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct LASKER	17
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct MILWAU	56
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct NEWTOW	78
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct PENDLE	45
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct PLEASA	58
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct POTECA	32
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct REHOBE	53
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct RICH S	352
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct SEABOA	169
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct SEVERN	39
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;Precinct WOODLA	116
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Northampton County;TRANSFER	0
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct BC21	374
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct BM08	1136
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct CL10	167
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct CR07	420
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct EN03	1526
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct FS16	384
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct GB12	456
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct HM05	667
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct HN14	187
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct HR17	262
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct HU20	223
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct JA01	405
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct ML23	146
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct MT24	154
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct NE22A	494
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct NE22B	723
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct NM13	70
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct NR02	378
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct RL09	584
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct SF18	412
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct SW19	587
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct TL06	407
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct VR15	159
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Onslow County;Precinct WN04	706
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;ABSENTEE	1889
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;BOE	6938
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;CARRBORO TOWN HALL	10196
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;CHAPEL OF THE CROSS	6888
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;EFLAND	1644
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;PROVISIONAL	81
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct BC	346
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct BP	141
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CA	142
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CB	225
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CC	187
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CF	364
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CG	164
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CH	258
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CO	336
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CP	300
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CS1	191
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CW	279
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct CX	463
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct DA	520
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct DM	363
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct EA	236
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct EF	191
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct EH	283
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct ENO	290
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct ES	327
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct GB	442
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct GL	400
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct GR	227
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct H	121
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct HF	567
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct KM	274
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct LC	397
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct LI	283
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct MF	327
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct NC	257
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct NS	359
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct OG	465
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct OW	383
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct PA	461
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct RF	430
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct SJ	397
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct SM	247
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct TH	267
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct TO	184
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct WC	284
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct WD	360
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct WDS	290
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct WH	334
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;Precinct WW	210
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Orange County;SEYMOUR SENIOR CENTER	8958
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;ABSENTEE MAIL	68
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;CURBSIDE	60
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;PROVISIONAL	3
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 1AL A	65
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 1GB	90
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 1RB	149
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 2OT	525
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 2SW	69
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 3BY	390
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 4HB	8
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 4MSIC	52
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 4VM A	65
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pamlico County;Precinct 5AP	369
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct EAST	729
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct MH	955
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct NEW	410
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct NIX	648
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct NORTH	495
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct PRO	693
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct SAL	167
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct SOUTH	1013
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pasquotank County;Precinct WEST	826
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;ABSENTEE MAIL	130
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;CURBSIDE	106
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;PROVISIONAL	57
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct CF11	355
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct CL05	333
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct CS04	178
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct CT03	53
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct GR06	272
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct LC09	207
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct LT18	489
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct LU16	143
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct MH07	32
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct MT19	505
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct NB01	276
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct PL10	41
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct RP20	280
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct SB02	473
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct SC13	571
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct SH12	273
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct SP15	473
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct UH08	271
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct UT14	526
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pender County;Precinct UU17	172
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;ABSENTEE	36
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;PROVISIONAL	2
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct BELVID	91
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct BETHEL	357
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct EAST H	186
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct NEW HO	250
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct NICANO	32
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct PARKVI	265
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Perquimans County;Precinct WEST H	127
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct ALVI	495
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct CUCL	344
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct FLRI	852
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct HLWY	176
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct MTTZ	429
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct OLHI	257
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct PNTH	944
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct RCTL	1057
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct ROX4	418
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct SWST	388
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Person County;Precinct WDSD	276
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;ABSENTEE MAIL	494
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;OS AG CENTER	2085
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;OS COMMUNITY SCHOOLS	4187
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;OS COUNTY OFFICE	3772
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;OS WILLIS BUILDING	2291
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;OS WINTERVILLE	3311
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;PROVISIONAL	446
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0101	337
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0200A	225
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0200B	284
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0301	364
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0401	272
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0501	95
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0601	152
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0701	171
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0800A	339
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0800B	299
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 0901	95
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1001	286
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1101	146
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1102A	184
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1102B	233
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1201	282
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1301	58
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1403A1	197
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1403A2	198
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1403B	337
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1501	109
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1503	335
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1504A	312
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1504B	510
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1505A	323
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1505B	393
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1506	189
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1507	372
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1507B	188
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1508A	112
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1508B	195
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1509	448
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1510A	188
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1510B	247
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1511A	296
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1511B	286
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1512A	434
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1512B	317
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1513A	240
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;Precinct 1513B	159
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Pitt County;TRANSFER	56
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;ABSENTEE	155
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;CURBSIDE	69
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;PROVISIONAL	7
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct CG05	178
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct CL07	427
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct CL08	524
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct GC09	477
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct SA04	353
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct TR123	874
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Polk County;Precinct WO06	254
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct AE	810
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct AN	351
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct AR	719
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct AS	510
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct AW	847
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct BC	225
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct DR	350
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct GR	322
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct LB	434
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct LC	209
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct NM	297
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct PR	443
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct RM	368
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct RN	549
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct SE	148
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct SO	274
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct ST	193
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct SW	182
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct TB	146
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct TR	670
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct TT	242
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Randolph County;Precinct UG	638
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Richmond County;ABSENTEE MAIL	128
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Richmond County;ONE STOP	2698
BallotMeasure	REQUIRE PHOTO ID TO VOTE	state	No	North Carolina;Richmond County;PROVISIONAL	63
