contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	No	Colorado;Washington County	total	1524
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	No	Colorado;Weld County	total	50805
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	No	Colorado;Yuma County	total	2309
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Adams County	total	103688
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Alamosa County	total	3189
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Arapahoe County	total	178251
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Archuleta County	total	3563
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Baca County	total	576
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Bent County	total	767
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Boulder County	total	136912
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Broomfield County	total	24395
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Chaffee County	total	6352
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Cheyenne County	total	328
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Clear Creek County	total	3399
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Conejos County	total	1478
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Costilla County	total	865
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Crowley County	total	551
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Custer County	total	1460
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Delta County	total	6547
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Denver County	total	240464
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Dolores County	total	403
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Douglas County	total	106242
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Eagle County	total	14644
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;El Paso County	total	166719
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Elbert County	total	6752
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Fremont County	total	8922
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Garfield County	total	14104
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Gilpin County	total	2052
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Grand County	total	4506
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Gunnison County	total	5636
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Hinsdale County	total	271
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Huerfano County	total	2045
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Jackson County	total	278
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Jefferson County	total	199144
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Kiowa County	total	260
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Kit Carson County	total	1366
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;La Plata County	total	17830
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Lake County	total	1687
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Larimer County	total	115827
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Las Animas County	total	3081
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Lincoln County	total	735
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Logan County	total	3436
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Mesa County	total	30158
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Mineral County	total	299
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Moffat County	total	1934
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Montezuma County	total	5837
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Montrose County	total	8212
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Morgan County	total	4655
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Otero County	total	3368
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Ouray County	total	1997
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Park County	total	5056
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Phillips County	total	845
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Pitkin County	total	7483
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Prowers County	total	1544
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Pueblo County	total	35924
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Rio Blanco County	total	1048
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Rio Grande County	total	2316
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Routt County	total	8504
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Saguache County	total	1593
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;San Juan County	total	290
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;San Miguel County	total	2957
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Sedgwick County	total	538
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Summit County	total	9948
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Teller County	total	6523
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Washington County	total	792
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Weld County	total	67649
BallotMeasure	Prohibit Slavery and Involuntary Servitude	state	Yes	Colorado;Yuma County	total	1595
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Adams County	total	99230
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Alamosa County	total	3406
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Arapahoe County	total	146567
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Archuleta County	total	3355
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Baca County	total	1455
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Bent County	total	1282
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Boulder County	total	50705
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Broomfield County	total	16066
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Chaffee County	total	5412
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Cheyenne County	total	901
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Clear Creek County	total	2818
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Conejos County	total	2210
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Costilla County	total	766
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Crowley County	total	968
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Custer County	total	1719
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Delta County	total	9747
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Denver County	total	123784
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Dolores County	total	913
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Douglas County	total	112726
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Eagle County	total	8721
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;El Paso County	total	162445
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Elbert County	total	10517
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Fremont County	total	12377
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Garfield County	total	12855
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Gilpin County	total	1657
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Grand County	total	4118
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Gunnison County	total	3527
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Hinsdale County	total	340
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Huerfano County	total	1863
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Jackson County	total	649
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Jefferson County	total	172688
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Kiowa County	total	638
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Kit Carson County	total	2518
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;La Plata County	total	13202
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Lake County	total	1400
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Larimer County	total	94909
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Las Animas County	total	4045
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Lincoln County	total	1693
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Logan County	total	7516
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Mesa County	total	49001
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Mineral County	total	341
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Moffat County	total	4382
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Montezuma County	total	6756
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Montrose County	total	12619
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Morgan County	total	9153
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Otero County	total	5057
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Ouray County	total	1324
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Park County	total	5625
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Phillips County	total	1673
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Pitkin County	total	2641
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Prowers County	total	3141
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Pueblo County	total	40144
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Rio Blanco County	total	2738
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Rio Grande County	total	3179
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Routt County	total	5667
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Saguache County	total	1097
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;San Juan County	total	186
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;San Miguel County	total	1025
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Sedgwick County	total	915
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Summit County	total	5371
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Teller County	total	7859
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Washington County	total	2119
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Weld County	total	93994
BallotMeasure	Setback Requirement for Oil and Gas	state	No	Colorado;Yuma County	total	3569
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Adams County	total	69216
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Alamosa County	total	2484
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Arapahoe County	total	119773
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Archuleta County	total	3194
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Baca County	total	349
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Bent County	total	547
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Boulder County	total	122067
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Broomfield County	total	19762
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Chaffee County	total	5286
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Cheyenne County	total	97
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Clear Creek County	total	2472
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Conejos County	total	1229
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Costilla County	total	760
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Crowley County	total	387
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Custer County	total	1087
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Delta County	total	5098
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Denver County	total	177826
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Dolores County	total	271
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Douglas County	total	60863
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Eagle County	total	12974
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;El Paso County	total	110209
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Elbert County	total	3964
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Fremont County	total	6747
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Garfield County	total	11033
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Gilpin County	total	1656
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Grand County	total	3506
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Gunnison County	total	5079
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Hinsdale County	total	210
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Huerfano County	total	1683
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Jackson County	total	146
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Jefferson County	total	129243
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Kiowa County	total	119
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Kit Carson County	total	532
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;La Plata County	total	14411
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Lake County	total	1416
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Larimer County	total	83717
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Las Animas County	total	2153
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Lincoln County	total	381
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Logan County	total	1125
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Mesa County	total	18179
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Mineral County	total	244
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Moffat County	total	994
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Montezuma County	total	4739
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Montrose County	total	6018
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Morgan County	total	1580
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Otero County	total	2184
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Ouray County	total	1854
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Park County	total	3731
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Phillips County	total	360
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Pitkin County	total	6764
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Prowers County	total	914
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Pueblo County	total	24982
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Rio Blanco County	total	347
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Rio Grande County	total	1669
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Routt County	total	7352
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Saguache County	total	1523
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;San Juan County	total	257
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;San Miguel County	total	2992
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Sedgwick County	total	284
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Summit County	total	8385
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Teller County	total	4648
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Washington County	total	293
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Weld County	total	32823
BallotMeasure	Setback Requirement for Oil and Gas	state	Yes	Colorado;Yuma County	total	550
BallotMeasure	Transportation Funding	state	No	Colorado;Adams County	total	102928
BallotMeasure	Transportation Funding	state	No	Colorado;Alamosa County	total	3841
BallotMeasure	Transportation Funding	state	No	Colorado;Arapahoe County	total	151286
BallotMeasure	Transportation Funding	state	No	Colorado;Archuleta County	total	4256
BallotMeasure	Transportation Funding	state	No	Colorado;Baca County	total	1448
BallotMeasure	Transportation Funding	state	No	Colorado;Bent County	total	1387
BallotMeasure	Transportation Funding	state	No	Colorado;Boulder County	total	71884
BallotMeasure	Transportation Funding	state	No	Colorado;Broomfield County	total	18773
BallotMeasure	Transportation Funding	state	No	Colorado;Chaffee County	total	6763
BallotMeasure	Transportation Funding	state	No	Colorado;Cheyenne County	total	737
BallotMeasure	Transportation Funding	state	No	Colorado;Clear Creek County	total	2916
BallotMeasure	Transportation Funding	state	No	Colorado;Conejos County	total	2569
BallotMeasure	Transportation Funding	state	No	Colorado;Costilla County	total	1015
BallotMeasure	Transportation Funding	state	No	Colorado;Crowley County	total	1049
BallotMeasure	Transportation Funding	state	No	Colorado;Custer County	total	2088
BallotMeasure	Transportation Funding	state	No	Colorado;Delta County	total	10334
BallotMeasure	Transportation Funding	state	No	Colorado;Denver County	total	130707
BallotMeasure	Transportation Funding	state	No	Colorado;Dolores County	total	913
BallotMeasure	Transportation Funding	state	No	Colorado;Douglas County	total	107515
BallotMeasure	Transportation Funding	state	No	Colorado;Eagle County	total	10967
BallotMeasure	Transportation Funding	state	No	Colorado;El Paso County	total	199219
BallotMeasure	Transportation Funding	state	No	Colorado;Elbert County	total	10957
BallotMeasure	Transportation Funding	state	No	Colorado;Fremont County	total	14068
BallotMeasure	Transportation Funding	state	No	Colorado;Garfield County	total	14161
BallotMeasure	Transportation Funding	state	No	Colorado;Gilpin County	total	1979
BallotMeasure	Transportation Funding	state	No	Colorado;Grand County	total	4650
BallotMeasure	Transportation Funding	state	No	Colorado;Gunnison County	total	4869
BallotMeasure	Transportation Funding	state	No	Colorado;Hinsdale County	total	319
BallotMeasure	Transportation Funding	state	No	Colorado;Huerfano County	total	2295
BallotMeasure	Transportation Funding	state	No	Colorado;Jackson County	total	578
BallotMeasure	Transportation Funding	state	No	Colorado;Jefferson County	total	169813
BallotMeasure	Transportation Funding	state	No	Colorado;Kiowa County	total	522
BallotMeasure	Transportation Funding	state	No	Colorado;Kit Carson County	total	2166
BallotMeasure	Transportation Funding	state	No	Colorado;La Plata County	total	15055
BallotMeasure	Transportation Funding	state	No	Colorado;Lake County	total	1678
BallotMeasure	Transportation Funding	state	No	Colorado;Larimer County	total	94769
BallotMeasure	Transportation Funding	state	No	Colorado;Las Animas County	total	4183
BallotMeasure	Transportation Funding	state	No	Colorado;Lincoln County	total	1572
BallotMeasure	Transportation Funding	state	No	Colorado;Logan County	total	5846
BallotMeasure	Transportation Funding	state	No	Colorado;Mesa County	total	45358
BallotMeasure	Transportation Funding	state	No	Colorado;Mineral County	total	356
BallotMeasure	Transportation Funding	state	No	Colorado;Moffat County	total	3908
BallotMeasure	Transportation Funding	state	No	Colorado;Montezuma County	total	7790
BallotMeasure	Transportation Funding	state	No	Colorado;Montrose County	total	13411
BallotMeasure	Transportation Funding	state	No	Colorado;Morgan County	total	7600
BallotMeasure	Transportation Funding	state	No	Colorado;Otero County	total	5309
BallotMeasure	Transportation Funding	state	No	Colorado;Ouray County	total	1687
BallotMeasure	Transportation Funding	state	No	Colorado;Park County	total	6331
BallotMeasure	Transportation Funding	state	No	Colorado;Phillips County	total	1322
BallotMeasure	Transportation Funding	state	No	Colorado;Pitkin County	total	4450
BallotMeasure	Transportation Funding	state	No	Colorado;Prowers County	total	2949
BallotMeasure	Transportation Funding	state	No	Colorado;Pueblo County	total	45718
BallotMeasure	Transportation Funding	state	No	Colorado;Rio Blanco County	total	2211
BallotMeasure	Transportation Funding	state	No	Colorado;Rio Grande County	total	3445
BallotMeasure	Transportation Funding	state	No	Colorado;Routt County	total	6668
BallotMeasure	Transportation Funding	state	No	Colorado;Saguache County	total	1591
BallotMeasure	Transportation Funding	state	No	Colorado;San Juan County	total	268
BallotMeasure	Transportation Funding	state	No	Colorado;San Miguel County	total	1834
BallotMeasure	Transportation Funding	state	No	Colorado;Sedgwick County	total	823
BallotMeasure	Transportation Funding	state	No	Colorado;Summit County	total	6655
BallotMeasure	Transportation Funding	state	No	Colorado;Teller County	total	9270
BallotMeasure	Transportation Funding	state	No	Colorado;Washington County	total	1844
BallotMeasure	Transportation Funding	state	No	Colorado;Weld County	total	82631
BallotMeasure	Transportation Funding	state	No	Colorado;Yuma County	total	3031
BallotMeasure	Transportation Funding	state	Yes	Colorado;Adams County	total	61445
BallotMeasure	Transportation Funding	state	Yes	Colorado;Alamosa County	total	1989
BallotMeasure	Transportation Funding	state	Yes	Colorado;Arapahoe County	total	110457
BallotMeasure	Transportation Funding	state	Yes	Colorado;Archuleta County	total	2136
BallotMeasure	Transportation Funding	state	Yes	Colorado;Baca County	total	340
BallotMeasure	Transportation Funding	state	Yes	Colorado;Bent County	total	437
BallotMeasure	Transportation Funding	state	Yes	Colorado;Boulder County	total	96340
BallotMeasure	Transportation Funding	state	Yes	Colorado;Broomfield County	total	16064
BallotMeasure	Transportation Funding	state	Yes	Colorado;Chaffee County	total	3687
BallotMeasure	Transportation Funding	state	Yes	Colorado;Cheyenne County	total	238
BallotMeasure	Transportation Funding	state	Yes	Colorado;Clear Creek County	total	2252
BallotMeasure	Transportation Funding	state	Yes	Colorado;Conejos County	total	789
BallotMeasure	Transportation Funding	state	Yes	Colorado;Costilla County	total	488
BallotMeasure	Transportation Funding	state	Yes	Colorado;Crowley County	total	289
BallotMeasure	Transportation Funding	state	Yes	Colorado;Custer County	total	715
BallotMeasure	Transportation Funding	state	Yes	Colorado;Delta County	total	4139
BallotMeasure	Transportation Funding	state	Yes	Colorado;Denver County	total	168197
BallotMeasure	Transportation Funding	state	Yes	Colorado;Dolores County	total	224
BallotMeasure	Transportation Funding	state	Yes	Colorado;Douglas County	total	62266
BallotMeasure	Transportation Funding	state	Yes	Colorado;Eagle County	total	9963
BallotMeasure	Transportation Funding	state	Yes	Colorado;El Paso County	total	69776
BallotMeasure	Transportation Funding	state	Yes	Colorado;Elbert County	total	3260
BallotMeasure	Transportation Funding	state	Yes	Colorado;Fremont County	total	4962
BallotMeasure	Transportation Funding	state	Yes	Colorado;Garfield County	total	9056
BallotMeasure	Transportation Funding	state	Yes	Colorado;Gilpin County	total	1270
BallotMeasure	Transportation Funding	state	Yes	Colorado;Grand County	total	2880
BallotMeasure	Transportation Funding	state	Yes	Colorado;Gunnison County	total	3536
BallotMeasure	Transportation Funding	state	Yes	Colorado;Hinsdale County	total	231
BallotMeasure	Transportation Funding	state	Yes	Colorado;Huerfano County	total	1208
BallotMeasure	Transportation Funding	state	Yes	Colorado;Jackson County	total	193
BallotMeasure	Transportation Funding	state	Yes	Colorado;Jefferson County	total	128532
BallotMeasure	Transportation Funding	state	Yes	Colorado;Kiowa County	total	217
BallotMeasure	Transportation Funding	state	Yes	Colorado;Kit Carson County	total	834
BallotMeasure	Transportation Funding	state	Yes	Colorado;La Plata County	total	11872
BallotMeasure	Transportation Funding	state	Yes	Colorado;Lake County	total	1105
BallotMeasure	Transportation Funding	state	Yes	Colorado;Larimer County	total	78702
BallotMeasure	Transportation Funding	state	Yes	Colorado;Las Animas County	total	1815
BallotMeasure	Transportation Funding	state	Yes	Colorado;Lincoln County	total	474
BallotMeasure	Transportation Funding	state	Yes	Colorado;Logan County	total	2279
BallotMeasure	Transportation Funding	state	Yes	Colorado;Mesa County	total	20030
BallotMeasure	Transportation Funding	state	Yes	Colorado;Mineral County	total	213
BallotMeasure	Transportation Funding	state	Yes	Colorado;Moffat County	total	1248
BallotMeasure	Transportation Funding	state	Yes	Colorado;Montezuma County	total	3354
BallotMeasure	Transportation Funding	state	Yes	Colorado;Montrose County	total	4909
BallotMeasure	Transportation Funding	state	Yes	Colorado;Morgan County	total	2790
BallotMeasure	Transportation Funding	state	Yes	Colorado;Otero County	total	1865
BallotMeasure	Transportation Funding	state	Yes	Colorado;Ouray County	total	1424
BallotMeasure	Transportation Funding	state	Yes	Colorado;Park County	total	2906
BallotMeasure	Transportation Funding	state	Yes	Colorado;Phillips County	total	639
BallotMeasure	Transportation Funding	state	Yes	Colorado;Pitkin County	total	4760
BallotMeasure	Transportation Funding	state	Yes	Colorado;Prowers County	total	1033
BallotMeasure	Transportation Funding	state	Yes	Colorado;Pueblo County	total	18810
BallotMeasure	Transportation Funding	state	Yes	Colorado;Rio Blanco County	total	685
BallotMeasure	Transportation Funding	state	Yes	Colorado;Rio Grande County	total	1347
BallotMeasure	Transportation Funding	state	Yes	Colorado;Routt County	total	6047
BallotMeasure	Transportation Funding	state	Yes	Colorado;Saguache County	total	982
BallotMeasure	Transportation Funding	state	Yes	Colorado;San Juan County	total	168
BallotMeasure	Transportation Funding	state	Yes	Colorado;San Miguel County	total	2088
BallotMeasure	Transportation Funding	state	Yes	Colorado;Sedgwick County	total	342
BallotMeasure	Transportation Funding	state	Yes	Colorado;Summit County	total	6896
BallotMeasure	Transportation Funding	state	Yes	Colorado;Teller County	total	3174
BallotMeasure	Transportation Funding	state	Yes	Colorado;Washington County	total	506
BallotMeasure	Transportation Funding	state	Yes	Colorado;Weld County	total	38454
BallotMeasure	Transportation Funding	state	Yes	Colorado;Yuma County	total	960
Candidate	Colorado;General Assembly House of Representatives District 1	state-house	Alysia Padilla	Colorado;Denver County	total	8595
Candidate	Colorado;General Assembly House of Representatives District 1	state-house	Alysia Padilla	Colorado;Jefferson County	total	92
