contest_type	Contest	contest_district_type	Selection	ReportingUnit	CountItemType	Count
BallotMeasure	Congressional Redistricting	state	No	Colorado;Hinsdale County	total	174
BallotMeasure	Congressional Redistricting	state	No	Colorado;Huerfano County	total	1062
BallotMeasure	Congressional Redistricting	state	No	Colorado;Jackson County	total	336
BallotMeasure	Congressional Redistricting	state	No	Colorado;Jefferson County	total	81620
BallotMeasure	Congressional Redistricting	state	No	Colorado;Kiowa County	total	304
BallotMeasure	Congressional Redistricting	state	No	Colorado;Kit Carson County	total	1100
BallotMeasure	Congressional Redistricting	state	No	Colorado;La Plata County	total	6280
BallotMeasure	Congressional Redistricting	state	No	Colorado;Lake County	total	924
BallotMeasure	Congressional Redistricting	state	No	Colorado;Larimer County	total	50111
BallotMeasure	Congressional Redistricting	state	No	Colorado;Las Animas County	total	2021
BallotMeasure	Congressional Redistricting	state	No	Colorado;Lincoln County	total	900
BallotMeasure	Congressional Redistricting	state	No	Colorado;Logan County	total	3449
BallotMeasure	Congressional Redistricting	state	No	Colorado;Mesa County	total	20549
BallotMeasure	Congressional Redistricting	state	No	Colorado;Mineral County	total	165
BallotMeasure	Congressional Redistricting	state	No	Colorado;Moffat County	total	2457
BallotMeasure	Congressional Redistricting	state	No	Colorado;Montezuma County	total	4423
BallotMeasure	Congressional Redistricting	state	No	Colorado;Montrose County	total	6360
BallotMeasure	Congressional Redistricting	state	No	Colorado;Morgan County	total	4296
BallotMeasure	Congressional Redistricting	state	No	Colorado;Otero County	total	2676
BallotMeasure	Congressional Redistricting	state	No	Colorado;Ouray County	total	761
BallotMeasure	Congressional Redistricting	state	No	Colorado;Park County	total	3082
BallotMeasure	Congressional Redistricting	state	No	Colorado;Phillips County	total	859
BallotMeasure	Congressional Redistricting	state	No	Colorado;Pitkin County	total	1501
BallotMeasure	Congressional Redistricting	state	No	Colorado;Prowers County	total	1795
BallotMeasure	Congressional Redistricting	state	No	Colorado;Pueblo County	total	19749
BallotMeasure	Congressional Redistricting	state	No	Colorado;Rio Blanco County	total	1360
BallotMeasure	Congressional Redistricting	state	No	Colorado;Rio Grande County	total	1967
BallotMeasure	Congressional Redistricting	state	No	Colorado;Routt County	total	3330
BallotMeasure	Congressional Redistricting	state	No	Colorado;Saguache County	total	797
BallotMeasure	Congressional Redistricting	state	No	Colorado;San Juan County	total	110
BallotMeasure	Congressional Redistricting	state	No	Colorado;San Miguel County	total	761
BallotMeasure	Congressional Redistricting	state	No	Colorado;Sedgwick County	total	548
BallotMeasure	Congressional Redistricting	state	No	Colorado;Summit County	total	2914
BallotMeasure	Congressional Redistricting	state	No	Colorado;Teller County	total	3619
BallotMeasure	Congressional Redistricting	state	No	Colorado;Washington County	total	1159
BallotMeasure	Congressional Redistricting	state	No	Colorado;Weld County	total	44942
BallotMeasure	Congressional Redistricting	state	No	Colorado;Yuma County	total	1767
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Adams County	total	107596
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Alamosa County	total	3696
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Arapahoe County	total	181148
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Archuleta County	total	4359
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Baca County	total	979
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Bent County	total	1057
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Boulder County	total	129263
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Broomfield County	total	25338
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Chaffee County	total	7284
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Cheyenne County	total	520
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Clear Creek County	total	3714
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Conejos County	total	1709
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Costilla County	total	905
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Crowley County	total	810
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Custer County	total	1694
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Delta County	total	9215
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Denver County	total	232706
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Dolores County	total	532
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Douglas County	total	115345
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Eagle County	total	15183
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;El Paso County	total	193917
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Elbert County	total	8825
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Fremont County	total	12887
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Garfield County	total	15461
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Gilpin County	total	2187
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Grand County	total	5146
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Gunnison County	total	6099
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Hinsdale County	total	355
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Huerfano County	total	2425
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Jackson County	total	398
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Jefferson County	total	209787
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Kiowa County	total	424
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Kit Carson County	total	1851
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;La Plata County	total	20693
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Lake County	total	1784
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Larimer County	total	120988
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Las Animas County	total	3973
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Lincoln County	total	1139
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Logan County	total	4580
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Mesa County	total	44586
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Mineral County	total	400
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Moffat County	total	2658
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Montezuma County	total	6808
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Montrose County	total	11764
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Morgan County	total	5916
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Otero County	total	4514
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Ouray County	total	2340
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Park County	total	6074
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Phillips County	total	1060
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Pitkin County	total	7614
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Prowers County	total	2149
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Pueblo County	total	44949
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Rio Blanco County	total	1499
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Rio Grande County	total	2766
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Routt County	total	9090
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Saguache County	total	1716
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;San Juan County	total	312
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;San Miguel County	total	3071
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Sedgwick County	total	590
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Summit County	total	10433
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Teller County	total	8767
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Washington County	total	1152
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Weld County	total	72668
BallotMeasure	Congressional Redistricting	state	Yes	Colorado;Yuma County	total	2140
BallotMeasure	Funding for Public Schools	state	No	Colorado;Adams County	total	87753
BallotMeasure	Funding for Public Schools	state	No	Colorado;Alamosa County	total	3321
BallotMeasure	Funding for Public Schools	state	No	Colorado;Arapahoe County	total	135625
BallotMeasure	Funding for Public Schools	state	No	Colorado;Archuleta County	total	3659
BallotMeasure	Funding for Public Schools	state	No	Colorado;Baca County	total	1303
BallotMeasure	Funding for Public Schools	state	No	Colorado;Bent County	total	1267
BallotMeasure	Funding for Public Schools	state	No	Colorado;Boulder County	total	62329
BallotMeasure	Funding for Public Schools	state	No	Colorado;Broomfield County	total	17528
BallotMeasure	Funding for Public Schools	state	No	Colorado;Chaffee County	total	5774
BallotMeasure	Funding for Public Schools	state	No	Colorado;Cheyenne County	total	739
BallotMeasure	Funding for Public Schools	state	No	Colorado;Clear Creek County	total	2809
BallotMeasure	Funding for Public Schools	state	No	Colorado;Conejos County	total	2107
BallotMeasure	Funding for Public Schools	state	No	Colorado;Costilla County	total	833
BallotMeasure	Funding for Public Schools	state	No	Colorado;Crowley County	total	951
BallotMeasure	Funding for Public Schools	state	No	Colorado;Custer County	total	1964
BallotMeasure	Funding for Public Schools	state	No	Colorado;Delta County	total	9270
BallotMeasure	Funding for Public Schools	state	No	Colorado;Denver County	total	114947
BallotMeasure	Funding for Public Schools	state	No	Colorado;Dolores County	total	816
BallotMeasure	Funding for Public Schools	state	No	Colorado;Douglas County	total	107890
BallotMeasure	Funding for Public Schools	state	No	Colorado;Eagle County	total	10277
BallotMeasure	Funding for Public Schools	state	No	Colorado;El Paso County	total	181566
BallotMeasure	Funding for Public Schools	state	No	Colorado;Elbert County	total	10647
BallotMeasure	Funding for Public Schools	state	No	Colorado;Fremont County	total	13082
BallotMeasure	Funding for Public Schools	state	No	Colorado;Garfield County	total	11873
BallotMeasure	Funding for Public Schools	state	No	Colorado;Gilpin County	total	1746
BallotMeasure	Funding for Public Schools	state	No	Colorado;Grand County	total	4051
BallotMeasure	Funding for Public Schools	state	No	Colorado;Gunnison County	total	3679
BallotMeasure	Funding for Public Schools	state	No	Colorado;Hinsdale County	total	336
BallotMeasure	Funding for Public Schools	state	No	Colorado;Huerfano County	total	2077
BallotMeasure	Funding for Public Schools	state	No	Colorado;Jackson County	total	503
BallotMeasure	Funding for Public Schools	state	No	Colorado;Jefferson County	total	156189
BallotMeasure	Funding for Public Schools	state	No	Colorado;Kiowa County	total	562
BallotMeasure	Funding for Public Schools	state	No	Colorado;Kit Carson County	total	2164
BallotMeasure	Funding for Public Schools	state	No	Colorado;La Plata County	total	14469
BallotMeasure	Funding for Public Schools	state	No	Colorado;Lake County	total	1338
BallotMeasure	Funding for Public Schools	state	No	Colorado;Larimer County	total	83393
BallotMeasure	Funding for Public Schools	state	No	Colorado;Las Animas County	total	4070
BallotMeasure	Funding for Public Schools	state	No	Colorado;Lincoln County	total	1443
BallotMeasure	Funding for Public Schools	state	No	Colorado;Logan County	total	4684
BallotMeasure	Funding for Public Schools	state	No	Colorado;Mesa County	total	43416
BallotMeasure	Funding for Public Schools	state	No	Colorado;Mineral County	total	323
BallotMeasure	Funding for Public Schools	state	No	Colorado;Moffat County	total	3618
BallotMeasure	Funding for Public Schools	state	No	Colorado;Montezuma County	total	6555
BallotMeasure	Funding for Public Schools	state	No	Colorado;Montrose County	total	12252
BallotMeasure	Funding for Public Schools	state	No	Colorado;Morgan County	total	6786
BallotMeasure	Funding for Public Schools	state	No	Colorado;Otero County	total	4901
BallotMeasure	Funding for Public Schools	state	No	Colorado;Ouray County	total	1411
BallotMeasure	Funding for Public Schools	state	No	Colorado;Park County	total	5989
BallotMeasure	Funding for Public Schools	state	No	Colorado;Phillips County	total	1196
BallotMeasure	Funding for Public Schools	state	No	Colorado;Pitkin County	total	3849
BallotMeasure	Funding for Public Schools	state	No	Colorado;Prowers County	total	2761
BallotMeasure	Funding for Public Schools	state	No	Colorado;Pueblo County	total	41604
BallotMeasure	Funding for Public Schools	state	No	Colorado;Rio Blanco County	total	1991
BallotMeasure	Funding for Public Schools	state	No	Colorado;Rio Grande County	total	3130
BallotMeasure	Funding for Public Schools	state	No	Colorado;Routt County	total	6265
BallotMeasure	Funding for Public Schools	state	No	Colorado;Saguache County	total	1374
BallotMeasure	Funding for Public Schools	state	No	Colorado;San Juan County	total	204
BallotMeasure	Funding for Public Schools	state	No	Colorado;San Miguel County	total	1754
BallotMeasure	Funding for Public Schools	state	No	Colorado;Sedgwick County	total	669
BallotMeasure	Funding for Public Schools	state	No	Colorado;Summit County	total	6416
BallotMeasure	Funding for Public Schools	state	No	Colorado;Teller County	total	8864
BallotMeasure	Funding for Public Schools	state	No	Colorado;Washington County	total	1541
BallotMeasure	Funding for Public Schools	state	No	Colorado;Weld County	total	73643
BallotMeasure	Funding for Public Schools	state	No	Colorado;Yuma County	total	2785
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Adams County	total	76761
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Alamosa County	total	2537
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Arapahoe County	total	123763
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Archuleta County	total	2811
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Baca County	total	505
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Bent County	total	566
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Boulder County	total	106527
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Broomfield County	total	17865
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Chaffee County	total	4786
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Cheyenne County	total	253
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Clear Creek County	total	2382
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Conejos County	total	1216
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Costilla County	total	635
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Crowley County	total	396
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Custer County	total	854
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Delta County	total	5270
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Denver County	total	186027
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Dolores County	total	322
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Douglas County	total	63467
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Eagle County	total	10673
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;El Paso County	total	90017
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Elbert County	total	3640
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Fremont County	total	6012
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Garfield County	total	11525
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Gilpin County	total	1505
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Grand County	total	3493
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Gunnison County	total	4924
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Hinsdale County	total	214
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Huerfano County	total	1400
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Jackson County	total	254
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Jefferson County	total	140963
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Kiowa County	total	178
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Kit Carson County	total	840
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;La Plata County	total	12947
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Lake County	total	1472
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Larimer County	total	92642
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Las Animas County	total	1974
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Lincoln County	total	606
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Logan County	total	3539
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Mesa County	total	22408
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Mineral County	total	247
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Moffat County	total	1625
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Montezuma County	total	4852
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Montrose County	total	6135
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Morgan County	total	3640
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Otero County	total	2322
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Ouray County	total	1720
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Park County	total	3300
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Phillips County	total	802
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Pitkin County	total	5573
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Prowers County	total	1261
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Pueblo County	total	23413
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Rio Blanco County	total	940
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Rio Grande County	total	1649
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Routt County	total	6634
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Saguache County	total	1229
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;San Juan County	total	226
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;San Miguel County	total	2196
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Sedgwick County	total	513
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Summit County	total	7231
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Teller County	total	3589
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Washington County	total	823
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Weld County	total	48209
BallotMeasure	Funding for Public Schools	state	Yes	Colorado;Yuma County	total	1229
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Adams County	total	71286
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Alamosa County	total	2463
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Arapahoe County	total	100008
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Archuleta County	total	2584
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Baca County	total	932
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Bent County	total	904
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Boulder County	total	51783
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Broomfield County	total	12682
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Chaffee County	total	3991
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Cheyenne County	total	481
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Clear Creek County	total	1791
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Conejos County	total	1755
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Costilla County	total	684
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Crowley County	total	679
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Custer County	total	1276
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Delta County	total	6734
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Denver County	total	94120
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Dolores County	total	560
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Douglas County	total	64913
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Eagle County	total	6828
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;El Paso County	total	106949
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Elbert County	total	6225
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Fremont County	total	8715
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Garfield County	total	8805
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Gilpin County	total	1254
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Grand County	total	2738
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Gunnison County	total	2740
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Hinsdale County	total	182
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Huerfano County	total	1514
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Jackson County	total	390
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Jefferson County	total	109155
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Kiowa County	total	304
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Kit Carson County	total	1226
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;La Plata County	total	9166
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Lake County	total	1156
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Larimer County	total	61479
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Las Animas County	total	2727
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Lincoln County	total	999
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Logan County	total	3837
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Mesa County	total	28060
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Mineral County	total	215
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Moffat County	total	2708
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Montezuma County	total	4690
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Montrose County	total	7767
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Morgan County	total	4940
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Otero County	total	3603
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Ouray County	total	1021
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Park County	total	3937
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Phillips County	total	912
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Pitkin County	total	2214
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Prowers County	total	1956
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Pueblo County	total	30756
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Rio Blanco County	total	1410
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Rio Grande County	total	2174
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Routt County	total	4147
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Saguache County	total	950
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;San Juan County	total	177
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;San Miguel County	total	1022
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Sedgwick County	total	534
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Summit County	total	3955
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Teller County	total	5118
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Washington County	total	1169
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Weld County	total	51374
BallotMeasure	Industrial Hemp Definition	state	No	Colorado;Yuma County	total	1773
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Adams County	total	88924
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Alamosa County	total	3203
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Arapahoe County	total	148251
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Archuleta County	total	3592
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Baca County	total	810
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Bent County	total	877
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Boulder County	total	108614
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Broomfield County	total	20724
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Chaffee County	total	6132
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Cheyenne County	total	461
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Clear Creek County	total	3231
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Conejos County	total	1477
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Costilla County	total	740
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Crowley County	total	629
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Custer County	total	1410
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Delta County	total	7731
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Denver County	total	189996
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Dolores County	total	535
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Douglas County	total	98268
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Eagle County	total	13656
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;El Paso County	total	153963
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Elbert County	total	7627
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Fremont County	total	9662
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Garfield County	total	13524
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Gilpin County	total	1927
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Grand County	total	4368
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Gunnison County	total	5432
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Hinsdale County	total	329
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Huerfano County	total	1883
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Jackson County	total	328
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Jefferson County	total	176001
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Kiowa County	total	399
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Kit Carson County	total	1639
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;La Plata County	total	17126
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Lake County	total	1516
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Larimer County	total	106769
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Las Animas County	total	3071
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Lincoln County	total	982
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Logan County	total	4261
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Mesa County	total	35288
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Mineral County	total	331
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Moffat County	total	2316
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Montezuma County	total	6258
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Montrose County	total	9940
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Morgan County	total	5102
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Otero County	total	3487
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Ouray County	total	2002
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Park County	total	4957
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Phillips County	total	979
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Pitkin County	total	6580
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Prowers County	total	1902
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Pueblo County	total	32458
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Rio Blanco County	total	1346
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Rio Grande County	total	2470
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Routt County	total	7968
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;Saguache County	total	1490
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;San Juan County	total	234
BallotMeasure	Industrial Hemp Definition	state	Yes	Colorado;San Miguel County	total	2709
